Фото;Комнат;Метро;До ближайшего метро;Адрес;Дом;Full Address;Latitude;Longitude;Этаж/Этажность;Общая площадь;Жилая площадь;Кухня;Балкон;Лифт;Телефон;Санузел;Альтернатива;Цена в рублях;Цена в рублях за метр;Телефоны;Дата обновления;ИНКОМ;Источник
22;2;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;12п;Москва, Космонавтов ул.;22;Москва, Космонавтов ул. 22 ;55.8206725;37.6601641;6/9;44;33;5;Б;П;Да;С;Нет;15970000;362955;+7(985)137-1735;01.11.2022 15:27:27;Нет;Авито, Циан, ДомКлик
22;2;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;8п;Москва, Бориса Галушкина ул.;3 корпус 2;Москва, Бориса Галушкина ул. 3 корпус 2 ;55.82632959999999;37.6518417;11/16;51;32;11;Л2;П;Да;Р;Нет;16000000;313725;+7(965)257-4338;01.11.2022 12:27:00;Нет;Циан
22;2;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;3п;Москва, Ракетный б-р.;5;Москва, Ракетный б-р. 5 ;55.8196686;37.6448245;9/9;37,4;22,2;9;Б;ПГ;Да;С;Нет;16000000;427807;+7(966)062-5167;01.11.2022 12:26:38;Нет;Авито, Циан, ДомКлик
13;2;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;3т;Москва, Бориса Галушкина ул.;25;Москва, Бориса Галушкина ул. 25 ;55.821502;37.666949;5/8;51;;;Л;П;;С;Нет;16000000;313725;+7(916)687-6388;01.11.2022 12:28:14;Нет;Циан
17;2;Алексеевская;3п;Москва, Новоалексеевская ул.;4 корпус 3;Москва, Новоалексеевская ул. 4 корпус 3 ;55.805982;37.641061;8/12;45;29;6;Б;П;Да;С;Нет;16000000;355556;+7(800)550-6799, +7(926)898-9030;01.11.2022 10:26:17;Нет;Авито, Циан, ДомКлик, ОГРК
22;3;Алексеевская, ВДНХ, Выставочный центр;9п;Москва, 1-й Рижский пер.;2 корпус 4;Москва, 1-й Рижский пер. 2 корпус 4 ;55.808898;37.653025;4/5;56;42;6;Б;;Да;С;Нет;16000000;285714;+7(964)782-5695;01.11.2022 12:23:16;Нет;Авито, Циан, ДомКлик, Юла, Яндекс
10;1;Алексеевская;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;11/21;41;;;Л;ПГ;;Р;Нет;16000000;390244;+7(965)107-7327;01.11.2022 10:23:43;Нет;Циан
10;3;ВДНХ, Алексеевская;15п;Москва, Павла Корчагина ул.;15;Москва, Павла Корчагина ул. 15 ;55.81966389999999;37.6625501;4/12;64;42;7;Л2;П;;Р;Нет;16200000;253125;+7(966)027-0523;01.11.2022 12:22:35;Нет;Авито, Циан, ДомКлик, Яндекс
14;1;Алексеевская, ВДНХ, Рижская;2т 12п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;3/19;43,11;16;16;Б;ПГ;;С;Нет;16500000;382742;+7(903)715-0928;01.11.2022 8:00:11;Нет;Авито, Циан, ДомКлик
4;3;ВДНХ, Алексеевская, Выставочный центр;11п;Москва, Кибальчича ул.;12 корпус 1;Москва, Кибальчича ул. 12 корпус 1 ;55.815653;37.652475;1/5;65;56;9;;;;Р;Нет;16500000;253846;+7(965)137-1265;01.11.2022 12:27:32;Нет;Циан
5;1;Алексеевская, ВДНХ;1т 5п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;5/20;40;21;10;Б;;;Р;Нет;16500000;412500;+7(909)909-4060;01.11.2022 8:02:35;Нет;Циан, ДомКлик
4;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;2/20;44;14;14;;ПГ;;С;Нет;16800000;381818;+7(915)305-9116;01.11.2022 10:22:26;Нет;Авито, Циан, ДомКлик
15;1;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;3/20;42;16,5;14;;ПГ;;С;Нет;16800000;400000;+7(968)188-5257;01.11.2022 10:23:10;Нет;Авито, Циан
9;1;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;11/12;46;25;18;Л;ПГ;Да;С;Нет;16800000;365217;+7(958)487-4222;01.11.2022 14:13:47;Нет;Авито, Циан, ДомКлик
10;1;Алексеевская, ВДНХ, Рижская;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;10/17;45;17,9;18;Л;ПГ;;С;Нет;16890000;375333;+7(958)488-6319;01.11.2022 12:23:09;Нет;Авито, Циан, ДомКлик
20;3;ВДНХ, Алексеевская;19п;Москва, Павла Корчагина ул.;15;Москва, Павла Корчагина ул. 15 ;55.81966389999999;37.6625501;8/12;65;42;7;Л2;ПГ;;Р;Да;16900000;260000;+7(965)239-3843;01.11.2022 14:15:06;Нет;Циан, ДомКлик
11;2;Алексеевская, Рижская, Марьина роща;10п;Москва, Графский пер.;12;Москва, Графский пер. 12 ;55.8028054;37.6404424;4/5;57;;;Б;;;;Нет;16900000;296491;+7(962)362-2687;01.11.2022 12:27:45;Нет;Циан
8;3;ВДНХ;17п;Москва, Павла Корчагина ул.;11;Москва, Павла Корчагина ул. 11 ;55.81763669999999;37.66039610000001;2/12;63,3;43,8;7,1;БЛ;ПГ;;Р;Нет;16900000;266983;+7(966)063-1688;01.11.2022 12:28:32;Нет;Авито, Циан, ДомКлик
17;1;Алексеевская;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;6/21;45,2;20;12,5;Л;ПГ;;С;Нет;16950000;375000;+7(985)523-8114;01.11.2022 10:21:24;Нет;Авито, Циан, ДомКлик
18;2;ВДНХ, Выставочный центр, Улица академика Королёва;4п;Москва, Мира пр-т.;146;Москва, Мира пр-т. 146 ;55.820781;37.642155;3/8;57;35,6;8,5;Б;П;Да;Р;Нет;16950000;297368;+7(985)870-4964;01.11.2022 12:23:23;Нет;Авито, Циан, ДомКлик, Яндекс
9;2;ВДНХ, Улица Сергея Эйзенштейна, Алексеевская;18п;Москва, Павла Корчагина ул.;14;Москва, Павла Корчагина ул. 14 ;55.8173901;37.6611026;6/8;58;35;10;Б;П;Да;Р;Нет;16950000;292241;+7(966)047-8184, +7(962)360-8857;01.11.2022 12:24:26;Нет;Циан, ДомКлик
35;2;ВДНХ, Выставочный центр, Алексеевская;5п;Москва, Мира пр-т.;124 корпус 18;Москва, Мира пр-т. 124 корпус 18 ;55.8163018;37.6413237;1/8;58,8;27,8;8;;П;;Р;Нет;17000000;289116;+7(967)108-5082;01.11.2022 12:27:32;Нет;Авито, Циан, ДомКлик
27;1;Алексеевская, ВДНХ;2п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;2/17;38,5;18,9;7,3;Б;ПГ;Да;Р;Нет;17000000;441558;+7(965)244-6158;01.11.2022 12:26:32;Нет;Авито, Циан, ДомКлик
19;3;Алексеевская, ВДНХ, Выставочный центр;12п;Москва, Новоалексеевская ул.;18 корпус 1;Москва, Новоалексеевская ул. 18 корпус 1 ;55.81009599999999;37.65094;2/12;58,4;41,2;6;Л;П;;Р;Да;17200000;294521;+7(966)061-0288, +7(966)059-4041;01.11.2022 12:23:23;Нет;Циан
25;3;ВДНХ, Бутырская, Свиблово;7п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;23/25;60;42;8;Б2;ПГ;;Р;Нет;17300000;288333;+7(965)240-6963;01.11.2022 10:21:57;Нет;Авито, Циан, ДомКлик, Яндекс
14;2;Алексеевская, ВДНХ, Рижская;1п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;6/9;53;30,5;6;Б;ПГ;Нет;Р;Нет;17499999;330189;+7(964)796-1038;01.11.2022 12:23:41;Нет;Авито, Циан, ДомКлик, ОГРК, Яндекс
47;2;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;7п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;20/25;45;27;8,5;БЛ;ПГ;;С;Нет;17500000;388889;+7(916)572-5671;01.11.2022 10:24:49;Нет;Циан
16;2;Алексеевская, ВДНХ, Улица академика Королёва;7п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;7/16;51,5;29,4;8;;П;;Р;Нет;17500000;339806;+7(985)038-8798, +7(966)054-1684;01.11.2022 12:27:19;Нет;Авито, Циан
7;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;9/18;42,7;16,7;14,1;Л;ПГ;Да;С;Нет;17700000;414520;+7(906)039-8628;01.11.2022 10:23:43;Нет;Авито, Циан, ДомКлик
9;2;Алексеевская, ВДНХ, Рижская;2п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;10/10;52,3;32,4;8;Л;П;Да;Р;Нет;17883410;341939;+7(966)058-8738;01.11.2022 12:27:07;Нет;Авито, Циан
15;2;ВДНХ, Алексеевская;17п;Москва, Павла Корчагина ул.;14;Москва, Павла Корчагина ул. 14 ;55.8173901;37.6611026;4/8;54,9;34;8,7;Б;П;;Р;Нет;17900000;326047;+7(909)934-1770;01.11.2022 12:27:19;Нет;Циан, ДомКлик
7;3;ВДНХ, Алексеевская;18п;Москва, Павла Корчагина ул.;16;Москва, Павла Корчагина ул. 16 ;55.817635;37.6618203;4/9;57;45;5,6;Б;Г;;С;Нет;17900000;314035;+7(966)047-8971;01.11.2022 12:23:16;Нет;Циан, ДомКлик
16;2;ВДНХ, Алексеевская, Ростокино (МЦК);6п;Москва, Ярославская ул.;10 корпус 3;Москва, Ярославская ул. 10 корпус 3 ;55.81967700000001;37.648655;4/5;55,3;38;8,3;Б;;Нет;2;Нет;17900000;323689;+7(965)240-6963;01.11.2022 12:24:42;Нет;Авито, Циан, ДомКлик, ОГРК, Яндекс
17;1;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;8/18;42,7;16,6;14;Л;ПГ;Да;С;Нет;17999990;421545;+7(958)758-0732;01.11.2022 14:14:54;Нет;Авито, Циан, ДомКлик
19;2;Алексеевская, ВДНХ, Рижская;1п;Москва, Новоалексеевская ул.;3;Москва, Новоалексеевская ул. 3 ;55.8074451;37.6394265;11/12;56,7;42;8,9;Л;П;;С;Нет;18000000;317460;+7(906)042-5809, +7(916)766-7729;01.11.2022 12:27:39;Нет;Авито, Циан, ДомКлик
9;2;ВДНХ;15п;Москва, Павла Корчагина ул.;10;Москва, Павла Корчагина ул. 10 ;55.8147612;37.65826;3/8;58;32;9;Л;;;Р;Нет;18000000;310345;+7(800)550-6799, +7(926)252-8290;01.11.2022 10:26:23;Нет;Авито, Циан, ДомКлик, ОГРК
6;2;ВДНХ, Ростокино (МЦК), Алексеевская;12п;Москва, Бориса Галушкина ул.;8/18;Москва, Бориса Галушкина ул. 8/18 ;55.824732;37.651977;8/14;53,3;32;9;Б;ПГ;Да;С;Нет;18000000;337711;+7(915)195-5784, +7(966)054-1298;01.11.2022 12:24:53;Нет;Авито, Циан, ДомКлик, Инком
20;1;Алексеевская, ВДНХ;1т 7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;8/18;40,1;19;14;Л;П;;С;Нет;18000000;448878;+7(967)062-6391;01.11.2022 8:00:58;Нет;Авито, Циан, ДомКлик
9;2;Алексеевская, Рижская, ВДНХ, Марьина роща;1т 3п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;9/9;52,5;32,4;8;Л;П;Да;Р;Нет;18083310;344444;+7(903)713-9640;01.11.2022 8:05:37;Нет;Циан, ДомКлик
19;2;ВДНХ;;Москва, Константинова ул.;24 корпус 2;Москва, Константинова ул. 24 корпус 2 ;55.817908;37.658935;12/12;47;;9;Б;;Да;С;Нет;18100000;385106;+7(909)997-0188;01.11.2022 12:27:13;Нет;Авито, Циан, ДомКлик
7;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/21;51;32;12;Л;П;;С;Нет;18180000;356471;+7(965)296-7182;01.11.2022 10:21:13;Нет;Авито, Циан, ДомКлик
18;3;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;6п;Москва, Мира пр-т.;182 корпус 3;Москва, Мира пр-т. 182 корпус 3 ;55.8247539;37.6480776;8/12;61,1;;;Б2;П;;;Нет;18290000;299345;+7(966)047-1180;01.11.2022 12:27:26;Нет;Циан
22;2;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;10п;Москва, Бориса Галушкина ул.;18;Москва, Бориса Галушкина ул. 18 ;55.822231;37.656093;5/9;59,2;35;9;Б;П;;Р;Нет;18400000;310811;+7(916)781-2532, +7(966)078-9951;01.11.2022 12:27:13;Нет;Циан
37;2;-;;Москва, Мира пр-т.;110/2;Москва, Мира пр-т. 110/2 ;55.805442;37.638951;14/17;43,6;27,8;9;Б2;ПГ;;Р;Нет;18450000;423165;+7(966)063-8799;01.11.2022 12:24:37;Нет;Циан, ДомКлик
13;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;5/21;42,6;13;18;Л;ПГ;;С;Нет;18500000;434272;+7(967)043-8170, +7(966)047-1274;01.11.2022 10:22:09;Нет;Авито, Циан
11;2;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;14п;Москва, Бориса Галушкина ул.;18;Москва, Бориса Галушкина ул. 18 ;55.822231;37.656093;2/9;58;34,8;8,2;Л;П;Да;Р;Нет;18500000;318966;+7(906)781-3798;01.11.2022 15:26:32;Нет;Циан
27;2;Алексеевская, Рижская, ВДНХ;4п;Москва, Мира пр-т.;110/2;Москва, Мира пр-т. 110/2 ;55.805442;37.638951;3/17;44;;;Л;П;Да;Р;Нет;18500000;420455;+7(905)760-6894;01.11.2022 12:26:07;Нет;Циан
4;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;9/21;46;16;19;;;;;Нет;18600000;404348;+7(962)363-0263, +7(906)794-3265;01.11.2022 10:27:17;Нет;Циан
4;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;9/21;46;16;19;Л;ПГ;;С;Нет;18600000;404348;+7(962)363-0263, +7(906)794-3265;01.11.2022 15:26:32;Нет;Авито, Циан, ДомКлик
6;2;ВДНХ, Алексеевская;1т 4п;Москва, Мира пр-т.;146;Москва, Мира пр-т. 146 ;55.820781;37.642155;2/8;52,6;33;8,1;;П;;Р;Нет;18700000;355513;+7(906)742-7188;01.11.2022 8:06:13;Нет;Авито, Циан, ДомКлик
18;1;Алексеевская;6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;9/17;48;29;10;;П;;С;Нет;18800000;391667;+7(800)550-6799, +7(926)252-8294;01.11.2022 10:24:37;Нет;Авито, Циан, ДомКлик, ОГРК
19;2;Алексеевская;7п;Москва, 3-я Мытищинская ул.;14А;Москва, 3-я Мытищинская ул. 14А ;55.80350199999999;37.6460699;3/8;56;36;6,1;;П;;Р;Нет;18800000;335714;+7(965)271-8977, +7(964)538-7695;01.11.2022 15:27:27;Нет;Циан
2;1;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 строение 3;Москва, Новоалексеевская ул. 16 строение 3 ;55.807717;37.6477846;9/12;46;;;;;;;Нет;18900000;410870;+7(964)771-1397;01.11.2022 12:26:14;Нет;Циан
10;2;Алексеевская;5п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;15/17;51;38;9,5;Б;ПГ;Да;Р;Нет;18900000;370588;+7(966)058-2944;01.11.2022 12:26:02;Нет;Авито, Циан
4;2;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;11/14;42;24;7;Л;П;;С;Нет;18950000;451190;+7(985)502-5065;01.11.2022 14:15:15;Нет;Авито, Циан, ДомКлик
24;2;Алексеевская, ВДНХ, Рижская;2п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;9/9;54,3;31,9;9,2;Б;П;;Р;Да;18950000;348987;+7(985)183-5925;01.11.2022 12:23:23;Нет;Авито, Циан, ДомКлик
11;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/21;45;18;12,3;Л;П;;С;Нет;19000000;422222;+7(916)781-5497;01.11.2022 10:21:57;Нет;Авито, Циан, ДомКлик
10;1;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;4/21;45,2;18;12,3;Б;П;;С;Нет;19000000;420354;+7(495)925-1868;01.11.2022 14:13:47;Нет;Авито, Циан, ДомКлик
8;2;ВДНХ, Улица Сергея Эйзенштейна, Выставочный центр;14п;Москва, Бориса Галушкина ул.;18;Москва, Бориса Галушкина ул. 18 ;55.822231;37.656093;3/9;52;30;6;Б2;П;;С;Нет;19000000;365385;+7(968)983-4929;01.11.2022 12:22:12;Нет;Циан, ДомКлик
19;2;Алексеевская, ВДНХ, Рижская;2п;Москва, Мира пр-т.;112;Москва, Мира пр-т. 112 ;55.80758660000001;37.6380381;7/9;53;30;9;Б;П;;Р;Нет;19000000;358491;+7(966)151-6885;01.11.2022 12:24:53;Нет;Авито, Циан, ДомКлик, Яндекс
24;3;Улица Сергея Эйзенштейна, ВДНХ, Ростокино (МЦК);4п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;2/21;62;45;10;БЛ;ПГ;;Р;Да;19000000;306452;+7(985)979-0447;01.11.2022 10:26:04;Нет;Циан, ДомКлик
25;3;ВДНХ, Алексеевская, Выставочный центр;12п;Москва, Кибальчича ул.;14;Москва, Кибальчича ул. 14 ;55.8153071;37.6551128;4/5;55;41;6;Б;П;;Р;Да;19000000;345455;+7(909)998-7239;01.11.2022 12:27:45;Нет;Авито, Циан
10;2;ВДНХ, Алексеевская;1т 6п;Москва, Кибальчича ул.;2 корпус 1;Москва, Кибальчича ул. 2 корпус 1 ;55.8161008;37.6430433;9/12;57,6;38;8;Л;П;;Р;Нет;19000000;329861;+7(906)760-1797;01.11.2022 8:01:41;Нет;Циан, ДомКлик
22;2;Алексеевская, Рижская, Марьина роща;11п;Москва, Мира пр-т.;102 корпус 2;Москва, Мира пр-т. 102 корпус 2 ;55.8018194;37.6367379;3/7;54,4;;;;;;Р;Нет;19000000;349265;+7(906)788-1437;01.11.2022 10:25:08;Нет;Циан
21;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;14/21;40,1;20;14;Л;П;;С;Нет;19100000;476309;+7(916)007-3584, +7(967)255-2787;01.11.2022 10:24:19;Нет;Авито, Циан, ДомКлик
29;1;Алексеевская, Рижская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;14/21;42;18;13;Б;ПГ;;С;Нет;19100000;454762;+7(919)821-5650;01.11.2022 14:14:18;Нет;Авито, Циан, ДомКлик
15;2;Алексеевская;7п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;3/16;49;29,5;7,6;;П;;Р;Нет;19100000;389796;+7(916)323-6639;01.11.2022 12:24:42;Нет;Авито, Циан, ДомКлик
26;2;ВДНХ, Алексеевская, Выставочный центр;8п;Москва, Маломосковская ул.;3;Москва, Маломосковская ул. 3 ;55.813776;37.642061;7/14;52,7;37;7;Л;П;Да;С;Нет;19500000;370019;+7(964)552-8156;01.11.2022 12:27:13;Нет;Авито, Циан, ДомКлик
15;2;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;7/11;43,5;23;9;Л;ПГ;;С;;19500000;448276;+7(964)782-0762;01.11.2022 12:28:26;Нет;Циан
17;2;Алексеевская, ВДНХ, Рижская;8п;Москва, 3-я Мытищинская ул.;14А;Москва, 3-я Мытищинская ул. 14А ;55.80350199999999;37.6460699;3/8;62;38;8,5;;П;;Р;Нет;19800000;319355;+7(916)077-5386;01.11.2022 12:23:29;Нет;Авито, Циан, ДомКлик, Яндекс
5;1;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;11/18;46;18;20;Л;ПГ;;С;Нет;19900000;432609;+7(916)611-9062;01.11.2022 14:13:47;Нет;Авито, Циан, ДомКлик
24;1;Алексеевская, ВДНХ;1т 7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;11/12;44,8;21;12;Б;ПГ;;С;Нет;19950000;445313;+7(906)714-3563;01.11.2022 7:58:30;Нет;Циан, ДомКлик
25;1;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;15/19;45;18;14;Л;ПГ;Да;С;Нет;19950000;443333;+7(962)364-3503, +7(966)062-3078;01.11.2022 10:21:18;Нет;Авито, Циан, ДомКлик
11;2;Алексеевская;;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;2/18;60,4;38;11;Б;ПГ;Да;Р;Нет;19950000;330298;+7(968)931-2207;01.11.2022 8:04:25;Нет;Авито, Циан, ДомКлик
37;1;Алексеевская, ВДНХ;19п;Москва, Рижский пр.;3;Москва, Рижский пр. 3 ;55.8118729;37.6586781;10/10;69,1;34,5;15,1;Л;ПГ;;Р;Нет;20000000;289436;+7(966)053-1406;01.11.2022 12:26:02;Нет;Авито, Циан, ДомКлик
9;2;ВДНХ, Алексеевская, Выставочный центр;12п;Москва, Маломосковская ул.;21 корпус 3;Москва, Маломосковская ул. 21 корпус 3 ;55.8143286;37.6491523;8/22;58;32;10;;П;;С;Нет;20000000;344828;+7(962)360-0193;01.11.2022 10:26:10;Нет;Циан
13;2;Алексеевская, ВДНХ, Рижская;1п;Москва, Мира пр-т.;114А;Москва, Мира пр-т. 114А ;55.8086918;37.6393388;7/9;52;31;6;Б;П;;С;Да;20000000;384615;+7(964)599-9729;01.11.2022 12:23:29;Нет;Авито, Циан, ДомКлик, Яндекс
25;2;ВДНХ, Алексеевская, Выставочный центр;20п;Москва, Рижский пр.;9;Москва, Рижский пр. 9 ;55.8155721;37.6613324;4/9;50,2;;;Б;П;;С;Нет;20000000;398406;+7(964)714-6736;01.11.2022 12:23:47;Нет;Циан
10;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;12/20;57;34;10;Л;ПГ;;Р;Нет;20000000;350877;+7(966)062-8973;01.11.2022 16:58:55;Нет;Авито, Циан, ДомКлик, Яндекс
10;2;Алексеевская, ВДНХ, Рижская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;13/17;61,5;36,9;9,5;;ПГ;;2;;20100000;326829;+7(965)279-8724;01.11.2022 12:25:15;Нет;Авито, Циан
9;3;ВДНХ, Ростокино (МЦК), Алексеевская;2т 10п;Москва, Мира пр-т.;184 корпус 2;Москва, Мира пр-т. 184 корпус 2 ;55.82653;37.65021;21/25;84,1;58;10;Б2;ПГ;;С;Да;20122060;239263;+7(918)380-1969;01.11.2022 7:57:39;Нет;Авито, Циан
20;2;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;16п;Москва, Бориса Галушкина ул.;17;Москва, Бориса Галушкина ул. 17 ;55.8227979;37.6600871;7/8;54,7;30,5;8,9;Б;П;;Р;Нет;20200000;369287;+7(966)063-0792;01.11.2022 12:25:21;Нет;Авито, Циан, ДомКлик
23;2;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Староалексеевская ул.;3;Москва, Староалексеевская ул. 3 ;55.8103396;37.64412780000001;13/20;57,8;32,8;10;Л;ПГ;Да;Р;Нет;20350000;352076;+7(965)115-1174;01.11.2022 12:25:56;Нет;Авито, Циан, ДомКлик
34;2;Алексеевская, ВДНХ;5п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;17/17;52;30,5;12;Л;ПГ;;Р;Нет;20384000;392000;+7(985)420-6147;01.11.2022 15:26:32;Нет;Авито, Циан, ДомКлик
21;2;Алексеевская;11п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;14/17;36;;9;;ПГ;Да;С;Нет;20450000;568056;+7(916)952-6506;01.11.2022 10:26:17;Нет;Авито, Циан
5;3;Алексеевская;;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;2/18;60,4;38;11;Б;;;;Нет;20500000;339404;+7(968)931-2207;01.11.2022 8:07:02;Нет;Циан, ДомКлик
19;2;Алексеевская, ВДНХ, Рижская;5п;Москва, 3-я Мытищинская ул.;3 корпус 2;Москва, 3-я Мытищинская ул. 3 корпус 2 ;55.8057865;37.64434749999999;11/17;52;31;10;Л;ПГ;Да;Р;Нет;20500000;394231;+7(915)257-5832;01.11.2022 12:22:28;Нет;Авито, Циан, ДомКлик, Яндекс
13;2;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;16п;Москва, Бориса Галушкина ул.;17;Москва, Бориса Галушкина ул. 17 ;55.8227979;37.6600871;7/8;67,6;40;10;Л;П;Да;Р;Нет;20500000;303254;+7(964)714-6997;01.11.2022 12:22:12;Нет;Авито, Циан, ДомКлик
